Household_Key,Retail,Coupon_Match,Coupon,Total_Sales
778,-454.23,-3.6,-7.4,2041.32
779,-135.37,0,0,1199.55
780,-167.74,0,0,469.44
781,-245.24,-2.15,-4.45,523.24
782,-167.86,0,0,926.3
783,-116.89,-1,-3,351.89
784,-222.23,0,-6,1473.37
785,-127.77,0,0,1293.69
786,-291.84,0,0,2932.34
787,-194.3,0,-6.17,1038.13
788,-981.95,-10.05,-43.29,3566.54
789,-2.58,0,0,96.5
790,-32.12,0,0,326.9
791,-7.31,0,0,61.34
792,-39.76,0,0,149.14
793,-195.26,-0.5,-0.5,820.53
794,-125.81,0,0,530.5
795,-135.94,0,-1,800.17
796,-103.43,0,0,283.17
797,-114.22,0,0,1567.41
798,-60.4,0,0,283.31
799,-369.97,-1.85,-7.03,1036.03
800,-716.97,-0.5,-1.5,4328.69
801,-419.69,-0.5,-0.5,684.32
802,-126.94,0,-7,1261.72
803,-116.43,0,0,673.85
804,-728.6,0,-3,2467.49
805,-556.97,0,0,2005.79
806,-404.49,-5.85,-12.75,2451.86
807,-439.74,-0.5,-2.5,1565.41
808,-134.3,0,0,1000.82
809,-46.33,0,-1,126.36
810,-18.34,0,0,281.94
811,-72.49,0,0,285.13
812,-94.21,-3.19,-9.19,625.83
813,-84.19,0,0,731.86
814,-76.8,0,0,481.47
815,-376.85,-1,-5,1413.05
816,-276.96,-2.75,-9.04,1849.76
817,-367.91,0,-4.82,1737.1
818,-16.71,0,0,103.56
819,-7.52,0,0,67.76
820,-453.68,-2,-20.2,2835.4
821,-3.5,0,0,133.82
822,-132.35,0,0,589.64
823,-137.66,0,0,1070.13
824,-30.45,0,0,87.7
825,-815.28,-1.45,-23.92,5949.99
826,-9.9,0,0,82.25
827,-39.82,-0.8,-3,213.47
828,-127.02,0,0,691.1
829,-45.71,0,-2.5,233.24
830,-279.9,-7.65,-48.48,1202.69
831,-514.95,-0.75,-7.25,3531.24
832,-13.65,0,0,145.25
833,-313.4,-1,-3,1158.14
834,-134.7,0,0,892.9
835,-10.07,0,0,105.42
836,-184.14,0,0,632.35
837,-57.14,-0.55,-4.05,248.7
838,-25.98,0,0,222.69
839,-18.43,0,0,176.83
840,-445.16,0,-1,4482.53
841,-122.75,0,-5,501.07
842,-282.79,0,-2.5,1819.57
843,-147.16,0,0,872.43
844,-228.29,-5.05,-27.45,2636.93
845,-335.81,0,-1,2150
846,-27.25,0,0,135.92
847,-17.89,0,0,355.12
848,-111.9,0,0,611.52
849,-243.75,0,0,1861.73
850,-45.96,0,0,301.95
851,-32.7,0,0,155.03
852,-59.96,0,0,643
853,-215.57,-0.45,-3.05,6244.93
854,-26.02,0,0,179.49
855,-430.65,0,-4,2230.91
856,-360.43,-1.25,-5.55,1515.84
857,-171.07,0,-1,1243.05
858,-45.17,0,0,284.23
859,-408.67,-0.45,-0.55,3267.83
860,-54.57,0,-15.29,246
861,-52.85,0,0,717.08
862,-93.09,0,0,380.57
863,-41.09,0,-1,146.04
864,-483.42,0,-10.99,2846.13
865,-184.24,0,0,657.47
866,-493.62,-0.5,-6.99,2220.86
867,-322.2,-8.85,-38.69,2552.04
868,-369.86,-2.95,-11.24,2572.62
869,-30.67,0,0,325.66
870,-35.85,-0.45,-1.3,230.58
871,-559.81,0,0,4582.06
872,-10.38,0,0,98.38
873,-435.26,-0.49,-1.5,1470.22
874,-26,0,0,172.92
875,-139.17,-0.25,-0.75,601.02
876,-251.62,0,0,1930.78
877,-186.62,-7.55,-25.65,1261.49
878,-586.85,0,-1,2712.46
879,-69.34,0,-1.5,448.88
880,-32.19,0,0,163.87
881,-470.23,-3.25,-3.25,1816.35
882,-599.13,-1.35,-16.95,2911.04
883,-468.86,0,-3.5,4295.66
884,-54.4,0,0,441.43
885,-92.81,0,0,515.62
886,-381.9,-5.25,-15.45,2193.72
887,-190.29,0,0,836.78
888,-511.53,-1.6,-94.48,3288.85
889,-761.37,-38.3,-115.78,5800.27
890,-228.59,-0.35,-0.35,765.19
891,-475.11,-1.2,-3.3,2361.43
892,-68.37,-0.4,-7.1,227.4
893,-86.66,0,-1.25,610.3
894,-70.44,0,0,400.86
895,-337.98,-0.5,-2.5,3631.53
896,-773.94,-1.9,-9.5,2579.06
897,-49.5,-0.5,-0.5,385.94
898,-408.65,-0.45,-0.55,3173.66
899,-13.15,0,0,185.68
900,-631.27,0,-4.49,6076.06
901,-202.36,0,0,1217.64
902,-4.76,0,0,96.12
903,-150.29,-0.5,-1.5,1046.39
904,-45.76,0,0,287.95
905,-88.49,0,0,592.92
906,-471.66,-0.24,-9.75,3385.06
907,-235.18,0,-2.19,962.86
908,-694.15,0,-3.5,2839.9
909,-841.14,-4.18,-15.76,5583.13
910,-58.77,0,-3.5,291.44
911,-123.03,0,-2.5,1090.88
912,-78.44,0,0,529.63
913,-155.05,0,0,914.09
914,-59.92,0,0,530.26
915,-27.54,0,0,341.12
916,-146.34,0,0,988.56
917,-64.96,0,0,278.33
918,-393.8,-2.05,-11.04,2513.65
919,-90.62,0,-3,750.46
920,-253.44,0,0,1466.79
921,-6.96,0,0,34.92
922,-147.07,-0.5,-27.82,1395.6
923,-307.11,-2.15,-19.34,1323.99
924,-133.05,0,0,1064.55
925,-48.97,0,0,297.29
926,-532.94,-0.45,-0.55,3870.98
927,-140.41,-0.45,-3.55,342.48
928,-335.58,-0.45,-0.55,2151.12
929,-350.01,-0.45,-2.55,1707.92
930,-207.39,-0.25,-7.75,412.26
931,-487.51,-0.45,-0.55,2258.65
932,-432.27,-0.45,-6.55,3011.31
933,-52.96,0,0,321.94
934,-1102,-0.8,-10.9,3500.34
935,-87.06,0,-1,959.31
936,-478.31,-14.55,-61.57,2187.39
937,-96.94,0,0,491.31
938,-159.81,0,0,906.37
939,-440.07,0,0,1516.75
940,-98.84,0,-1,516.98
941,-116.46,0,-1,904.24
942,-356.97,-3.25,-5.45,1819.47
943,-172.04,-0.45,-0.55,825.93
944,-119.13,0,-1.1,980.24
945,-91.55,-0.45,-0.55,463.39
946,-235.77,0,-1,1065.81
947,-168.82,-1.75,-13.04,1146.93
948,-72.07,0,0,290.5
949,-301.28,-3.15,-10.84,2182.26
950,-146.53,0,0,853.9
951,-15.97,0,0,148.9
952,-146.92,0,-2.5,778.08
953,-221.62,0,0,914.26
954,-389.04,0,-1.55,1252.44
955,-197.06,0,-1,1258.8
956,-551.44,-1.2,-3.2,4497.95
957,-261.15,0,-2,1369.17
958,-30.32,0,0,150.96
959,-10.66,0,-2,73.92
960,-118.7,0,-1.5,1285.29
961,-148.87,0,-1.5,1696.65
962,-152.72,0,0,527.01
963,-150.48,-1,-2.5,1033.43
964,-104.56,-0.45,-0.55,618.29
965,-267.5,-1.3,-3.8,1277.94
966,-4.99,0,0,87.22
967,-68.98,0,0,292.8
968,-828.08,0,-9.79,4038.25
969,-38.04,0,0,237.93
970,-35.28,0,0,211.27
971,-124.33,0,0,1095.03
972,-319.9,-0.9,-2.4,2630.29
973,-407.02,-0.5,-0.5,3622.54
974,-176.47,0,-2.5,894.99
975,-165.23,0,0,1599.83
976,-149.98,0,-1,1375.52
977,-69.35,0,0,266.79
978,-201.97,0,0,1569.37
979,-1185.28,-23.19,-147.72,4651.41
980,-150.99,0,0,536.62
981,-65.88,0,0,511.91
982,-1098.02,-13.4,-93.38,8777.96
983,-334.88,-5.4,-14.5,1324.33
984,-123.09,-0.4,-1.9,366.18
985,-89.95,0,0,366.53
986,-154.35,0,0,723.59
987,-261.31,-0.45,-0.55,1344.12
988,-1030.41,-33.6,-113.43,3560.45
989,-352.96,-0.25,-2.04,1899.83
990,-24.8,0,0,189.61
991,-10.95,0,0,436.59
992,-16.13,0,0,237.21
993,-191.39,0,-3.4,988.74
994,-15.35,0,0,80.33
995,-100.27,0,0,715.86
996,-199.35,0,-27,1010.17
997,-210.61,-0.5,-0.5,2083.38
998,-887.14,-0.5,-17.99,3421.14
999,-255.3,0,-6.5,1267.01
1000,-214.98,0,0,1696.49
1001,-123.76,0,0,863.44
1002,-51.81,0,0,356.95
1003,-255.74,0,-3.5,1175.02
1004,-139.04,0,0,1398.94
1005,-161.32,0,-1,704.79
1006,-37.6,0,-2.5,78.55
1007,-162.63,0,-1,773.69
1008,-20.13,0,0,89.98
1009,-10.86,0,0,47.16
1010,-98.02,0,0,649.14
1011,-146.85,0,-1,1454
1012,-250.91,0,-2,1330.2
1013,-146.92,-0.5,-0.5,728.98
1014,-271.42,-4.85,-7.64,1807.58
1015,-342.97,-2.6,-7.7,1793.26
1016,-146.07,0,0,1274.83
1017,-149.92,0,-4.43,1101.92
1018,-169.75,-2.95,-13.64,1082.03
1019,-145.85,0,0,830.36
1020,-477.66,0,-2,3316.34
1021,-162.33,0,-3.5,1177.62
1022,-29.02,0,0,201.97
1023,-538.43,-1.25,-8.74,11060.49
1024,-812.35,-5.2,-23.78,3498.14
1025,-249.68,0,-5,1142.7
1026,-61.02,0,0,181.47
1027,-79.1,-0.35,-2.85,472.4
1028,-9.58,-0.45,-0.55,83.06
1029,-529.78,-2.8,-20.24,5097.35
1030,-56.78,0,0,658.87
1031,-122.59,0,0,1790.99
1032,-71.05,0,-2.65,775.59
1033,-248.25,0,-4.09,726.95
1034,-68.38,0,0,423.97
1035,-11.3,0,0,145.72
1036,-84.3,0,0,758.17
1037,-26.43,0,0,383.33
1038,-177.59,0,0,930.1
1039,-255.97,-0.45,-1.55,2334.11
1040,-354.3,0,-6.75,2427.17
1041,-284.77,0,0,1818.25
1042,-553.08,-0.25,-3.75,2231.83
1043,-226.98,0,0,517.29
1044,-68.45,-1.2,-3.7,310.88
1045,-473.23,-0.45,-0.55,2376.54
1046,-220.87,0,0,1912.21
1047,-89.27,0,-2,516.93
1048,-54.35,-0.85,-6.85,614.32
1049,-53.18,-0.35,-0.35,216.83
1050,-186.68,0,0,1534.46
1051,-195.46,0,-5.5,1320.1
1052,-31.05,0,-1,231.66
1053,-123.81,0,0,1294.23
1054,-82.74,0,0,469.57
1055,-154.22,0,0,842.37
1056,-422.84,0,0,2568.86
1057,-340.91,0,-3.25,3240.03
1058,-189.99,0,-6.99,1218.05
1059,-4.97,0,0,40.52
1060,-467.35,0,0,3406.32
1061,-136.44,0,0,694.14
1062,-211,-0.35,-0.35,870.35
1063,-410.68,0,0,1099.02
1064,-289.84,-5.25,-14.14,983.46
1065,-517.48,-0.25,-0.75,2200.98
1066,-255.46,-1.1,-13.76,1204.3
1067,-223.45,0,-2.5,1100.1
1068,-166.58,0,0,755.94
1069,-278.6,0,0,1437.72
1070,-418.86,-0.45,-1.55,2565.02
1071,-118,-0.4,-0.6,838.44
1072,-240.34,0,0,957.97
1073,-106.87,-0.45,-1.55,970.63
1074,-441.11,0,0,2077.97
1075,-232.98,-2.4,-3.7,857.13
1076,-182.89,0,-1,1326.53
1077,-0.87,0,0,6
1078,-391.14,0,-1,3238.49
1079,-106.16,0,-2.5,741.72
1080,-250.93,0,0,1372.45
1081,-545.6,-3.9,-10.15,4487.79
1082,-155.81,0,-3,538.36
1083,-108.23,0,-1,415.81
1084,-158.38,0,-1,1055.62
1085,-284.82,0,0,1502.1
1086,-119.68,-0.25,-4.25,558.63
1087,-364.92,-0.45,-3.55,1806.03
1088,-208.77,0,0,657.86
1089,-256.37,0,-2.5,1414.85
1090,-4.28,0,0,57.39
1091,-266.21,0,-0.99,3391.29
1092,-57.79,0,0,214.52
1093,-104.78,0,-1,511.28
1094,-330.81,-3.6,-7.2,1742.79
1095,-12.96,0,0,398.87
1096,-64.63,0,0,480.47
1097,-581.67,0,-2,4666.65
1098,-675.08,-10.92,-85.15,3190.25
1099,-141.58,0,0,505.14
1100,-7.64,0,0,159.88
1101,-19.33,0,0,134.84
1102,-401.13,-0.45,-0.55,1191.49
1103,-346.1,0,-2.5,2743.99
1104,-142.43,-0.25,-0.25,1041.97
1105,-28.29,0,0,57.23
1106,-8.43,0,0,163.81
1107,-141.65,0,0,456.97
1108,-23.62,0,0,72.93
1109,-251.99,0,-3.8,1329.8
1110,-90.72,-1.5,-27.98,484.83
1111,-881.67,-0.45,-7.55,6995.03
1112,-74.01,-0.75,-5.25,1008.22
1113,-422.56,-9.65,-22.85,2012.17
1114,-83.2,0,-2.69,277.29
1115,-93.27,-0.85,-1.85,1241.62
1116,-416.03,-0.3,-5.3,1766.68
1117,-252.57,0,-2.5,2010.03
1118,-56.46,0,0,443.4
1119,-282.24,-2.05,-3.65,1040.22
1120,-208.35,0,-0.5,1136.94
1121,-285.12,-2.05,-7.15,1098.04
1122,-98.24,-0.25,-2.75,842.83
1123,-348.77,0,-2,2037.02
1124,-137.37,0,0,548.36
1125,-22.49,0,0,119.15
1126,-251.69,0,0,1029.19
1127,-17.83,0,0,59.66
1128,-223.06,0,-2.5,1379.89
1129,-169.94,-4,-11.99,1279.29
1130,-873.86,-5.4,-48.38,3238.91
1131,-134.92,-1,-7,548.99
1132,-233.21,0,0,1061.3
1133,-92.27,0,0,488.2
1134,-281.47,0,-7.79,1835.7
1135,-49.21,0,-31.61,238.06
1136,-257.77,-0.35,-1.35,1064.29
1137,-118.54,0,0,873.29
1138,-396.31,0,0,1867.38
1139,-319.02,-1.05,-16.95,3571.8
1140,-9.95,0,0,21.99
1141,-62.25,0,0,250.32
1142,-734.67,-1.5,-15.48,5312.86
1143,-32.49,0,0,58.76
1144,-4.85,0,0,85.02
1145,-298.13,0,0,1452.68
1146,-733.41,-3.75,-15.93,2698.08
1147,-173.94,0,-2.5,1121.7
1148,-12.26,0,0,106.79
1149,-38.32,0,0,168.73
1150,-5.98,0,0,10.48
1151,-99.99,0,0,698.75
1152,-119.48,0,-1,789.06
1153,-167.18,0,0,720.83
1154,-386.11,-0.5,-4,1556.54
1155,-164.5,0,0,508.83
1156,-34.92,0,0,376.38
1157,-172.23,0,0,1601.78
1158,-295,0,-5,972.79
1159,-373.63,-0.9,-1.1,2774.58
1160,-435.21,0,0,2054.7
1161,-130.48,0,-4.99,649.08
1162,-85.58,0,-3.09,254.12
1163,-437.68,0,-1,2309.07
1164,-142.1,0,-3,1741.34
1165,-141.54,0,0,682.18
1166,-825.46,-42.3,-164.82,5133.21
1167,-349.45,-0.45,-2.55,2863.64
1168,-26.62,-0.5,-1.5,322.18
1169,-601.91,0,0,2456.87
1170,-5.05,0,0,52.46
1171,-26.07,0,0,259.18
1172,-193.51,0,0,1372.35
1173,-21.43,0,0,276.53
1174,-163.02,0,0,898.72
1175,-245.91,-0.25,-0.75,3023.75
1176,-36.31,0,0,79.6
1177,-0.84,0,0,14.95
1178,-466.22,0,-3,2029.72
1179,-449.28,-0.3,-2.8,2358.71
1180,-225.67,0,0,1250.34
1181,-245.88,-2.35,-5.75,1153.78
1182,-151.71,0,0,1413.35
1183,-56.23,-0.25,-4.04,158.78
1184,-146.1,0,0,665.82
1185,-54.07,0,0,326.86
1186,-190.39,-0.45,-2.55,1635.86
1187,-58.61,0,0,474.12
1188,-448.76,-1,-3.79,1270.36
1189,-64.82,0,0,441.04
1190,-179.29,-1.25,-5.75,1135.23
1191,-117.11,0,0,813.6
1192,-66.91,0,-2,456.01
1193,-847.24,-1.9,-26.54,3864.19
1194,-124.02,0,0,719.72
1195,-58.09,0,0,386.77
1196,-42.87,0,0,489.38
1197,-259.23,0,-3.19,2055.19
1198,-150.7,-1.45,-1.55,513.86
1199,-22.25,0,0,163.57
1200,-135.54,0,0,433.89
1201,-23.24,-1.65,-7.35,176.9
1202,-43.19,0,-13.98,200.77
1203,-364.39,-3.8,-13.39,2444.69
1204,-255.67,0,-1,889.41
1205,-560.3,-0.5,-2.5,2301.1
1206,-643.78,-2.15,-6.35,3164.84
1207,-82.17,-1.65,-7.15,304.47
1208,-57.17,0,0,299.66
1209,-7.62,0,0,112.71
1210,-35.67,0,0,172.73
1211,-423.39,-0.75,-3.25,4085.31
1212,-41.21,0,0,174.56
1213,-33.34,0,-1,400.09
1214,-9.14,0,0,63.2
1215,-46.97,0,0,309.02
1216,-445.84,0,-8,2430.82
1217,-226.18,0,0,991.31
1218,-148.45,-5.42,-13.08,984.86
1219,-44.87,0,0,273.67
1220,-105.44,0,-1,491.73
1221,-49.48,0,-0.75,400.25
1222,-581.35,-4.24,-25.74,3050.44
1223,-46.26,0,0,234.69
1224,-209.53,-1,-1,1169.37
1225,-82.9,0,0,484.33
1226,-482.51,0,-7.2,2022.64
1227,-118.23,0,0,876.96
1228,-768.22,-2.14,-132.28,5732.32
1229,-720.96,-4.25,-8.85,7857.88
1230,-11.5,0,0,109.35
1231,-162.91,-1.1,-3.2,660.45
1232,-70.91,0,0,260.39
1233,-217.92,-0.6,-6.59,1178.68
1234,-288.41,0,0,2159.17
1235,-35.85,0,0,289.39
1236,-337.77,0,0,2195.1
1237,-45.41,0,0,443.69
1238,-971.33,-10.95,-30.63,3390.11
1239,-235.66,0,-4.75,1058.24
1240,-295.15,0,-5.78,3258.4
1241,-108.96,0,0,502.66
1242,-201.44,0,0,676.79
1243,-1.2,0,0,65.73
1244,-48.85,0,0,272.47
1245,-262.56,-0.45,-2.55,1689.1
1246,-409.32,-0.25,-1.75,3160.23
1247,-448.51,-0.45,-9.43,2392.26
1248,-798.37,-4.15,-49.48,5353.99
1249,-8.4,0,0,66.58
1250,-1.02,0,0,11.92
1251,-44.85,0,-0.5,200.59
1252,-205.46,-7.19,-28.98,471.01
1253,-126.84,-0.45,-13.55,535.94
1254,-20.51,0,0,134.76
1255,-112.94,0,0,294.61
1256,-138.82,0,-2.5,2312.87
1257,-0.01,0,0,56.81
1258,-287.92,-0.5,-6,1062.75
1259,-115.7,0,0,550.35
1260,-479.66,0,-2,5682.73
1261,-218.47,-0.25,-2.75,1411.85
1262,-116.6,-0.5,-0.5,525.55
1263,-427.22,-0.75,-7.73,2856.4
1264,-463.07,-5.6,-19.4,2843.72
1265,-104.57,-1.7,-6.7,530.91
1266,-285.91,0,0,881.6
1267,-68.8,-0.5,-0.5,606.3
1268,-268.95,0,0,1565.97
1269,-230.27,0,-1,1206.13
1270,-84.91,0,0,941.15
1271,-202.62,0,0,1249.09
1272,-547.23,-4.25,-18.25,4462.78
1273,-2.06,0,0,123.58
1274,-423.88,0,-1,5531.29
1275,-18.66,0,0,137.63
1276,-50.66,0,0,483.32
1277,-475.8,-0.25,-14.74,2623.6
1278,-95.14,0,-1,304.54
1279,-266.68,0,0,1718.55
1280,-11.67,0,0,252.27
1281,-14.14,0,0,145.44
1282,-367.02,-0.25,-1.75,2081.67
1283,-26.36,-0.95,-1.05,117.59
1284,-107.04,0,-6.39,348.01
1285,-471.55,-1.6,-15.39,1641.16
1286,-95.45,0,0,494.99
1287,-244.34,-3.45,-5.35,1514.87
1288,-166.45,0,0,804.29
1289,-98.27,0,-2.5,607.7
1290,-127.45,-1.35,-2.65,367.71
1291,-189.25,-3.2,-8.8,1104.61
1292,-40.17,0,0,261.33
1293,-69.3,0,0,523.88
1294,-180.83,0,-3.79,1243.05
1295,-58.45,0,0,341.02
1296,-235.4,-1.25,-1.45,783.91
1297,-52.77,0,0,405.29
1298,-41.58,0,0,308.34
1299,-610.36,-17.9,-46.27,2353.48
1300,-63.9,-0.5,-7.49,256.61
1301,-128.93,0,-5.59,1055.33
1302,-27.18,0,0,178.02
1303,-270.78,0,-16.99,2340.21
1304,-103.92,0,0,292.01
1305,-636.9,0,-14.5,3609.14
1306,-158.63,0,0,945.66
1307,-58.18,0,0,825.05
1308,-56.69,0,0,290.63
1309,-21.2,0,0,128.72
1310,-62.15,0,-2.5,350.03
1311,-155.61,0,0,427.13
1312,-593.1,-21.45,-44.89,3422.22
1313,-33.47,0,0,227.28
1314,-667.84,0,0,6170.39
1315,-43.45,0,0,187.28
1316,-276.53,-0.45,-0.8,1578.44
1317,-497.25,-0.45,-6.05,2502.79
1318,-186.62,0,-3,1884.85
1319,-235.3,0,-7,624.83
1320,-37.12,0,0,113.9
1321,-154.84,0,-2.5,724.17
1322,-33.44,0,0,195.17
1323,-57.14,0,0,237.73
1324,-158.61,0,0,557.67
1325,-42.77,0,0,421.95
1326,-217.45,0,-1,1504.76
1327,-107.44,0,0,428.66
1328,-89.28,0,0,449.64
1329,-88.74,0,0,530.14
1330,-221.35,0,-0.99,1032.7
1331,-194.96,0,0,1214.32
1332,-101.82,0,0,742.57
1333,-257.13,0,-1.5,2361.21
1334,-18.33,0,0,117.57
1335,-46.04,0,-2,198.69
1336,-961.08,-0.5,-19.5,2532.42
1337,-1047.89,-1.1,-27.49,4240.34
1338,-39.94,0,0,189.92
1339,0,0,0,7.99
1340,-20.16,0,0,135.32
1341,-54.71,0,0,114.7
1342,-6.39,0,0,30.11
1343,-44.33,0,0,164.13
1344,-230.64,-7.24,-25.55,1196.55
1345,-118.17,0,-0.5,832.35
1346,-27.49,0,-2.1,272.82
1347,-93.04,0,-1,587.29
1348,-10.2,0,0,147.03
1349,-604.26,-0.7,-17.1,2614.89
1350,-294.05,0,0,1043.07
1351,-89.9,-0.9,-1.1,300.26
1352,-222.99,-0.45,-2.55,2292.46
1353,-288.27,0,0,1183.07
1354,-154.09,-0.5,-1.5,730.19
1355,-28.25,0,0,75.66
1356,-205.84,-0.45,-0.55,985.6
1357,-291.68,-4.4,-16.9,922.99
1358,-193.65,-0.5,-0.5,813.26
1359,-69.7,0,0,442.18
1360,-39.58,0,0,314.72
1361,-56.28,0,0,324.73
1362,-35.41,0,0,463.68
1363,-120.96,0,0,567.6
1364,-165.17,-2.55,-26.15,1128.47
1365,-37.41,-1.05,-1.05,94.09
1366,-236.14,0,0,1323.79
1367,-943.42,-9.2,-23.2,4595.99
1368,-49.67,0,0,520.39
1369,-203.34,0,-1,1371.96
1370,-585.64,0,0,3082.72
1371,-155.71,0,-2.59,553.87
1372,-116,0,-3.75,648.8
1373,-38.46,0,0,254.61
1374,-134.22,0,0,938.26
1375,-281.25,0,-1.75,1322.95
1376,-859.42,-28.8,-59.16,4264.46
1377,-43.48,-0.25,-0.25,351.69
1378,-428.93,0,-5,2651.58
1379,-749.33,-1.6,-5.1,3982.4
1380,-6.79,0,0,70.99
1381,-19.87,0,-1,57.32
1382,-431.09,0,0,2124.64
1383,-51.77,0,0,555.46
1384,-92.01,0,0,313.46
1385,-667.04,0,-5,3007.61
1386,-0.7,0,0,59.08
1387,-180.72,0,-1,860.68
1388,-423.18,-8.45,-23.35,3851.7
1389,-85.95,-0.45,-2.05,890.73
1390,-304.72,-0.45,-0.55,1035.78
1391,-919.74,-9.2,-14.2,3717.14
1392,-315.92,-4.05,-12.04,1379.25
1393,-245.6,-1.9,-5.1,2077.91
1394,-280.28,0,-4.5,1583.81
1395,-22.11,0,-1,215.3
1396,-1147.55,-1.95,-21.8,4426.41
1397,-323.8,-8.89,-20.39,1947.08
1398,-5.03,0,0,50.45
1399,-64.56,0,0,293.85
1400,-73.61,0,0,225.91
1401,-88.85,0,0,199.54
1402,-217.95,0,0,1429.42
1403,-156.03,-0.85,-11.24,2098.72
1404,-121.91,0,0,611.5
1405,-165.73,-0.45,-6.55,995.76
1406,-331.17,-0.4,-0.6,1899.09
1407,-12.7,0,0,174.91
1408,-48.87,0,-2,349.69
1409,-151.76,0,0,1214.52
1410,-328.04,-1.25,-3.45,1583.85
1411,-32.74,0,0,122
1412,-142.29,0,0,1033.42
1413,-24.12,0,-1,233.13
1414,-8.25,0,0,25.77
1415,-9.71,-0.25,-0.75,93.96
1416,-0.55,0,0,38.14
1417,-66.7,0,0,140.15
1418,-138.41,-1.7,-1.7,1077.4
1419,-1075.72,-21.65,-71.79,3772.76
1420,-326.63,-0.95,-7.12,1330.24
1421,-483.91,-2,-6.1,2026.64
1422,-24.67,0,0,66.86
1423,-94.11,0,0,573.43
1424,-43.87,0,0,173.93
1425,-537.4,-9.25,-37.66,1770.71
1426,-226.67,0,-1,1574.02
1427,-191.98,-2.4,-9.6,723.21
1428,-203.05,-1,-8.99,938.96
1429,-137.03,-7.2,-14.99,322.77
1430,-825.89,-1.84,-33.87,7194.25
1431,-134.15,0,0,1118.37
1432,-28.9,-1.5,-1.5,57.14
1433,-0.49,0,0,11.52
1434,-229.41,0,0,1659.5
1435,-69.28,0,0,248.02
1436,-10.36,0,0,55.02
1437,-663.62,-29.54,-86.92,2515.99
1438,-105.2,0,0,1085.28
1439,-58.46,0,0,278.71
1440,-178.61,0,-3.79,720.97
1441,-48.31,0,0,214.68
1442,-6.03,0,0,33.17
1443,-116.43,0,-2,1380.53
1444,-4.1,0,0,87.67
1445,-131.53,0,-3.5,1066.75
1446,-156.81,-1.9,-25.49,795.78
1447,-10.63,0,0,72.12
1448,-102.55,0,0,810.63
1449,-34.68,0,0,250.59
1450,-169.56,0,0,754.02
1451,-416.5,-8.95,-36.23,1900.96
1452,-112.83,0,-2,687.39
1453,-903.73,-1.5,-9.89,7439.33
1454,-79.07,0,0,244.97
1455,-138.14,-0.4,-0.6,820.18
1456,-169.32,0,0,897.13
1457,-117.9,0,0,310.22
1458,-260.29,-3,-10.29,1209.81
1459,-184.13,0,-1,1022.98
1460,-204.74,-4.75,-16.75,1218.06
1461,-392.41,0,-2,2827.41
1462,-348.05,-0.8,-6.09,1672.52
1463,-422.4,0,-119.95,2022.02
1464,-380.62,0,-6,1153.34
1465,-68.85,0,-2.25,574.98
1466,-83.02,0,0,761.06
1467,-125.83,0,0,476.54
1468,-254.13,0,-3,2352.56
1469,-66.48,0,0,418.67
1470,-124.03,0,-1,776.2
1471,-7.31,0,0,209.02
1472,-7.35,0,-2,84.53
1473,-204.76,0,-1,1593.28
1474,-19.16,0,0,151.75
1475,-796.76,-2.45,-4.89,4652.84
1476,-436.03,0,0,3934.22
1477,-29.05,0,0,203.23
1478,-25.33,0,0,62.39
1479,-382.53,-1.65,-11.35,3122.54
1480,-33.6,0,0,50.55
1481,-49.93,-1,-2.75,396.63
1482,-257.02,0,-1,954.56
1483,-421.74,0,-1.98,2125.95
1484,-215.33,-14.65,-23.4,1203.18
1485,-118.04,0,-1.99,1162.28
1486,-33.15,0,0,216.87
1487,-17.67,0,0,161.27
1488,-280.06,-0.9,-3.7,933.47
1489,-1571.64,-1.1,-18.1,6181.56
1490,-603.08,0,0,2388.01
1491,-301.17,-0.6,-1.1,2305.88
1492,-108.81,0,0,537.82
1493,-126.41,-0.7,-1.3,643.07
1494,-169.38,0,-0.75,1040.86
1495,-108.06,0,0,668.4
1496,-115.22,0,-4,617.52
1497,-28.17,0,0,214.57
1498,-79.76,-0.7,-2.35,493.88
1499,-218.23,-0.25,-3.25,730.33
1500,-101.12,0,0,615.97
1501,-423.34,0,-1,3245.74
1502,-243.52,-0.7,-15.89,1643.99
1503,-4.1,0,-2,21.4
1504,-31.68,0,0,66.33
1505,-237.63,-3.65,-8.75,1922.06
1506,-187.36,0,0,986.8
1507,-83.8,0,0,496.56
1508,-230.54,-0.75,-5.25,992.11
1509,-264.63,0,-0.25,2620.84
1510,-414.68,-0.4,-4.6,3690.72
1511,-275.42,-0.45,-4.39,1121.36
1512,-138.44,0,0,727.52
1513,-38.45,-0.25,-0.75,333.33
1514,-115.87,-6.25,-22.05,714.91
1515,-397.63,-4.45,-7.25,2523.43
1516,-13.01,0,0,68.1
1517,-284.91,0,-3.5,1174.23
1518,-167.35,0,0,817.14
1519,-81.17,-3.25,-13.24,416.04
1520,-288.44,-2.5,-4,1484.88
1521,-158.54,0,-3,546.51
1522,-72.08,0,0,403.14
1523,-338.52,0,-2.66,1613.68
1524,-184.14,-4.1,-11.2,783.83
1525,-0.84,0,0,8.41
1526,-244.82,0,0,1251.73
1527,-735.75,0,-11.49,6742.57
1528,-697.04,0,-2,3087.71
1529,-619.35,-10.31,-75.11,3472.89
1530,-48.37,0,0,411.07
1531,-89.58,0,-1,352.14
1532,-225.88,0,-13.84,1578.05
1533,-5.37,0,0,78.53
